Måling,Dato,Ap,Høyre,Frp,SV,Sp,KrF,Venstre,MDG,Rødt,Andre,Year,Month
Sentio/SMP,2011-11-04,34.0,27.6,14.3,4.1,5.4,5.1,6.8,0.0,0.8,1.8,2011,11
Verian/TV2,2011-11-02,32.2,30.4,14.5,4.5,5.1,5.1,4.1,0.0,1.7,2.3,2011,11
Sentio/SMP,2011-12-30,34.1,28.9,15.7,3.9,5.1,4.3,4.9,0.0,1.6,1.5,2011,12
Norstat/VL,2011-12-23,32.3,29.9,15.7,4.4,4.9,5.5,4.0,0.0,1.2,2.0,2011,12
InFact/VG,2011-12-23,32.3,29.0,12.3,4.0,6.4,7.8,4.6,0.0,1.3,2.2,2011,12
Ipsos/Dagbladet,2011-12-23,31.2,32.7,15.1,4.2,4.4,5.4,4.4,0.0,1.3,1.3,2011,12
Norstat/NRK,2011-12-14,32.1,27.5,16.9,4.6,5.7,4.7,5.6,0.0,0.9,2.0,2011,12
Opinion/ANB,2011-12-14,33.6,30.0,13.9,4.6,4.1,5.4,4.9,0.0,1.6,1.8,2011,12
Sentio/DN,2011-12-10,34.8,26.7,16.6,5.0,4.6,5.3,4.4,0.0,1.5,1.0,2011,12
Norfakta/Nat. / KK,2011-12-10,33.4,27.2,17.7,4.0,4.8,5.4,5.3,0.0,1.2,1.0,2011,12
Respons/Aftenp,2011-12-09,30.7,33.3,11.7,4.5,5.1,4.5,7.4,0.0,1.9,0.9,2011,12
Verian/TV2,2011-12-05,31.3,31.6,12.9,4.1,6.0,5.3,6.4,0.0,0.4,2.5,2011,12
Sentio/SMP,2011-12-02,34.2,28.6,16.5,3.2,5.8,5.3,3.9,0.0,1.1,1.4,2011,12
Ipsos/Dagbladet,2012-01-29,33.4,29.1,13.8,5.0,5.1,4.9,5.5,0.0,2.3,0.9,2012,1
InFact/VG,2012-01-27,34.5,31.8,10.7,3.2,5.4,5.7,4.6,0.0,1.7,2.4,2012,1
Norstat/VL,2012-01-27,34.4,28.8,14.2,4.2,4.9,5.6,4.1,0.0,1.7,2.2,2012,1
Sentio/DN,2012-01-20,34.2,27.7,15.9,3.8,5.5,4.6,5.2,0.0,2.1,1.1,2012,1
Opinion/ANB,2012-01-19,38.3,27.8,14.3,4.5,3.9,5.1,4.2,0.0,1.2,0.7,2012,1
Respons/Aftenp,2012-01-14,36.1,31.5,9.8,4.0,4.7,4.3,6.0,0.0,2.6,1.0,2012,1
Norstat/NRK,2012-01-12,34.9,28.1,15.8,3.5,4.9,6.1,3.7,0.0,1.2,1.3,2012,1
Norfakta/Nat. / KK,2012-01-09,32.8,29.9,15.3,3.9,5.0,5.4,5.4,0.0,1.5,0.8,2012,1
Verian/TV2,2012-01-09,33.3,28.6,13.3,4.6,5.3,6.2,5.8,0.0,1.3,1.5,2012,1
InFact/VG,2012-02-28,30.9,30.4,12.4,4.7,5.3,5.2,6.2,0.0,2.0,2.8,2012,2
Norstat/VL,2012-02-24,35.7,25.6,17.2,3.7,4.9,5.0,4.7,0.0,1.3,1.9,2012,2
Sentio/DN,2012-02-23,33.0,25.3,18.1,4.1,5.7,6.1,4.5,0.0,1.2,2.6,2012,2
Respons/Aftenp,2012-02-17,34.5,30.0,11.5,5.8,4.6,4.9,6.1,0.0,1.2,1.4,2012,2
Opinion/ANB,2012-02-16,35.8,29.1,10.7,6.2,4.3,6.2,5.3,0.0,0.8,1.7,2012,2
Norfakta/Nat. / KK,2012-02-11,35.2,28.7,15.5,4.7,4.4,4.2,4.6,0.0,1.6,1.1,2012,2
Norstat/NRK,2012-02-09,35.1,27.3,14.2,4.2,4.7,5.4,6.5,0.0,1.0,1.5,2012,2
Verian/TV2,2012-02-07,35.8,26.7,14.5,4.8,6.5,4.5,5.0,0.0,1.5,0.7,2012,2
Sentio/SMP,2012-02-03,33.2,28.1,15.6,5.4,5.2,4.7,5.2,0.0,1.3,1.0,2012,2
Ipsos/Dagbladet,2012-03-31,31.3,26.6,17.5,4.8,5.9,5.4,4.6,0.0,1.0,3.0,2012,3
Sentio/SMP,2012-03-30,31.5,28.9,18.1,4.8,5.6,5.1,3.2,0.0,1.2,1.5,2012,3
Norstat/VL,2012-03-24,32.0,25.6,17.2,4.5,4.8,5.9,7.1,0.0,1.3,1.6,2012,3
Opinion/ANB,2012-03-22,33.9,30.4,17.0,3.8,5.0,3.1,5.0,0.0,1.0,0.6,2012,3
Respons/Aftenp,2012-03-20,32.1,32.5,11.0,3.9,6.3,6.0,4.3,1.0,2.0,0.9,2012,3
Sentio/DN,2012-03-16,33.1,23.1,19.7,4.7,5.0,6.5,4.6,0.0,1.7,1.5,2012,3
Norfakta/Nat. / KK,2012-03-10,32.7,28.9,16.6,4.0,5.6,5.3,3.9,0.0,1.4,1.6,2012,3
Norstat/NRK,2012-03-08,34.1,26.2,17.3,5.6,4.0,6.0,3.3,0.0,1.5,2.0,2012,3
Verian/TV2,2012-03-06,36.5,27.7,12.1,3.7,5.5,5.0,5.6,0.9,1.3,1.3,2012,3
InFact/VG,2012-03-06,31.2,30.6,13.5,4.6,5.5,5.5,5.1,0.0,1.6,2.4,2012,3
Ipsos/Dagbladet,2012-03-03,33.8,27.5,17.6,4.1,5.2,5.3,4.2,0.0,0.7,1.6,2012,3
Sentio/SMP,2012-03-01,32.6,27.1,17.4,5.0,4.6,5.7,4.5,0.0,1.1,2.0,2012,3
Sentio/SMP,2012-04-30,30.8,28.7,18.4,4.5,5.7,4.6,4.9,0.0,1.2,1.2,2012,4
Ipsos/Dagbladet,2012-04-28,31.9,27.9,18.7,6.3,4.0,4.3,4.7,0.0,1.0,1.4,2012,4
Opinion/ANB,2012-04-27,30.6,29.6,16.7,4.9,4.9,5.0,5.4,0.0,1.4,1.5,2012,4
Norstat/VL,2012-04-20,28.3,28.0,20.7,3.7,5.5,6.2,4.4,0.0,1.8,1.4,2012,4
Respons/Aftenp. / BT,2012-04-20,31.6,32.9,11.0,3.7,5.2,4.0,7.8,1.7,1.3,0.3,2012,4
Norfakta/Nat. / KK,2012-04-14,30.8,31.7,16.8,4.8,4.8,4.3,3.7,0.0,0.7,2.5,2012,4
InFact/VG,2012-04-14,29.1,31.9,13.7,4.1,5.0,5.9,5.8,0.0,2.1,2.3,2012,4
Sentio/DN,2012-04-13,32.8,24.9,19.5,3.8,6.0,6.1,4.6,0.0,1.5,0.9,2012,4
Norstat/NRK,2012-04-05,30.5,28.5,19.5,4.6,5.1,5.4,4.6,0.0,1.2,0.7,2012,4
Verian/TV2,2012-04-03,28.8,30.1,18.1,4.1,5.1,4.7,6.0,0.0,1.6,1.7,2012,4
Sentio/SMP,2012-05-30,31.3,30.3,17.1,4.7,5.0,3.8,4.0,0.0,1.6,1.0,2012,5
Ipsos/Dagbladet,2012-05-29,30.2,32.0,16.2,4.0,3.4,5.2,4.9,0.0,1.3,2.9,2012,5
Norstat/VL,2012-05-25,31.7,30.2,17.4,4.2,4.2,5.3,3.1,0.0,1.4,2.6,2012,5
InFact/VG,2012-05-23,31.1,35.0,11.3,3.4,4.8,4.8,5.8,0.0,1.8,1.8,2012,5
Sentio/DN,2012-05-19,30.0,32.0,13.2,5.0,5.6,4.5,5.5,0.0,1.9,2.3,2012,5
Opinion/ANB,2012-05-19,31.8,28.0,18.6,4.3,4.7,5.3,4.9,0.0,1.4,1.1,2012,5
Norfakta/Nat. / KK,2012-05-12,29.5,32.1,18.6,3.9,4.8,4.5,3.7,0.0,1.0,1.9,2012,5
Respons/Aftenp,2012-05-12,32.4,33.8,12.0,4.2,4.4,4.6,5.3,0.0,1.8,1.5,2012,5
Norstat/NRK,2012-05-04,31.4,25.7,19.0,4.1,5.2,6.0,4.2,0.0,1.4,3.0,2012,5
Verian/TV2,2012-05-03,29.0,30.0,16.3,4.4,4.0,6.7,5.6,1.6,1.5,1.1,2012,5
Sentio/SMP,2012-06-28,28.8,33.5,17.1,3.4,5.0,5.0,3.9,0.0,1.7,1.6,2012,6
Norstat/VL,2012-06-26,31.0,29.9,18.3,4.7,5.5,4.3,3.4,0.0,1.0,1.8,2012,6
InFact/VG,2012-06-26,30.8,32.2,14.0,3.8,5.3,5.1,4.7,0.0,1.9,2.1,2012,6
Ipsos/Dagbladet,2012-06-24,28.0,33.9,14.7,5.3,5.5,4.1,4.5,0.0,2.3,1.8,2012,6
Opinion/ANB,2012-06-21,30.7,30.7,15.6,5.3,4.5,5.9,4.4,0.0,1.4,1.5,2012,6
Sentio/DN,2012-06-16,32.1,30.1,17.5,5.3,4.1,3.7,4.4,0.0,0.9,1.8,2012,6
Respons/Aftenp. / BT,2012-06-15,30.0,35.1,11.7,3.6,4.7,5.2,5.5,0.0,1.9,2.3,2012,6
Norfakta/Nat. / KK,2012-06-11,27.8,32.9,18.9,3.5,4.0,4.2,5.4,0.0,1.7,1.6,2012,6
Norstat/NRK,2012-06-07,31.0,29.5,18.5,3.9,3.5,5.0,5.7,0.0,0.9,2.0,2012,6
Verian/TV2,2012-06-04,29.0,32.5,15.9,3.8,4.8,4.9,5.6,0.8,1.3,1.3,2012,6
Norstat/VL,2012-07-27,29.5,29.9,18.7,3.5,5.6,4.7,4.4,0.0,1.0,2.5,2012,7
Sentio/DN,2012-07-21,29.2,32.5,17.5,4.6,4.5,4.9,4.2,0.0,0.9,1.0,2012,7
Norstat/NRK,2012-07-12,28.3,28.4,22.8,4.2,3.5,5.3,4.0,0.0,1.7,1.8,2012,7
Norfakta/Nat. / KK,2012-07-09,29.9,31.2,18.2,3.7,4.7,4.7,4.7,0.7,0.8,1.5,2012,7
Verian/TV2,2012-07-02,32.3,30.4,14.8,3.3,5.8,5.6,4.9,0.5,1.8,0.7,2012,7
Sentio/SMP,2012-08-30,31.2,29.6,19.2,3.9,4.4,4.7,3.5,0.9,1.7,1.0,2012,8
Ipsos/Dagbladet,2012-08-27,28.2,31.5,17.3,4.0,5.1,5.5,4.9,0.0,1.7,1.9,2012,8
Respons/Aftenp,2012-08-23,29.2,37.6,12.1,3.5,4.7,4.5,5.4,0.6,1.9,0.5,2012,8
Opinion/ANB,2012-08-23,30.4,33.0,17.4,4.1,4.9,4.0,4.0,0.0,1.4,0.8,2012,8
Norstat/VL,2012-08-23,31.3,29.2,19.6,5.4,3.3,4.3,3.9,0.0,1.3,1.6,2012,8
Sentio/DN,2012-08-18,30.5,30.3,19.0,3.8,4.1,4.7,4.5,0.0,1.4,1.8,2012,8
InFact/VG,2012-08-15,28.7,33.7,14.8,4.2,3.9,5.3,5.6,0.0,1.5,2.4,2012,8
Norfakta/Nat. / KK,2012-08-11,28.4,30.0,18.3,5.0,4.3,4.7,5.9,0.6,1.8,0.9,2012,8
Norstat/NRK,2012-08-09,30.3,27.9,21.4,3.2,4.3,5.0,4.8,0.0,1.7,1.4,2012,8
Verian/TV2,2012-08-06,29.7,34.1,14.4,3.8,4.1,4.4,5.0,0.2,3.1,1.1,2012,8
Sentio/SMP,2012-08-03,34.2,30.3,16.3,2.9,4.9,3.8,4.4,0.3,1.7,1.1,2012,8
Ipsos/Dagbladet,2012-09-29,30.6,31.6,17.8,3.0,5.2,5.1,3.0,0.0,2.2,1.6,2012,9
Sentio/SMP,2012-09-28,29.4,31.5,18.8,4.1,4.0,5.4,2.6,1.7,1.9,0.7,2012,9
Norstat/VL,2012-09-27,30.2,33.1,17.1,3.9,4.1,5.2,3.6,0.0,2.0,0.3,2012,9
Opinion/ANB,2012-09-20,27.9,33.3,16.7,4.1,5.2,5.1,4.1,0.0,2.2,1.3,2012,9
Respons/Aftenp. / BT,2012-09-14,29.8,38.8,11.2,3.4,3.6,5.3,4.6,1.1,0.9,1.3,2012,9
InFact/VG,2012-09-13,30.8,33.8,10.4,4.6,5.2,6.3,4.5,1.5,2.2,0.7,2012,9
Sentio/DN,2012-09-13,28.1,32.2,18.3,4.2,3.9,5.8,4.3,0.0,1.1,2.1,2012,9
Norfakta/Nat. / KK,2012-09-08,29.1,34.0,17.6,3.6,4.0,4.9,3.7,0.8,1.5,0.8,2012,9
Norstat/NRK,2012-09-06,27.7,32.0,19.9,4.0,4.2,5.1,3.6,0.5,2.5,0.4,2012,9
Verian/TV2,2012-09-03,28.1,34.8,17.8,4.0,3.8,3.9,5.3,0.2,1.4,0.7,2012,9
Ipsos/Dagbladet,2012-10-28,28.8,33.0,17.5,5.0,4.3,5.3,3.8,0.0,1.5,1.9,2012,10
InFact/VG,2012-10-25,27.6,36.0,14.2,3.1,4.8,5.6,4.8,0.9,1.9,1.1,2012,10
Norstat/VL,2012-10-25,25.6,34.0,19.7,4.6,4.0,4.0,4.6,0.0,1.7,2.0,2012,10
Sentio/DN,2012-10-19,26.4,31.4,21.1,3.8,4.0,4.9,5.2,0.0,1.2,1.9,2012,10
Opinion/ANB,2012-10-18,26.6,34.4,17.8,4.2,5.0,4.7,4.7,0.0,1.4,1.2,2012,10
Respons/Aftenp,2012-10-12,30.0,37.0,11.6,4.5,4.2,5.0,4.9,0.8,1.1,0.9,2012,10
Norstat/NRK,2012-10-11,29.1,31.5,17.8,3.3,3.9,5.5,4.9,0.8,2.0,1.3,2012,10
Norfakta/Nat. / KK,2012-10-08,28.1,33.5,18.7,3.7,4.2,5.0,4.1,0.5,1.3,0.9,2012,10
Verian/TV2,2012-10-01,28.4,34.6,16.3,4.7,4.9,5.1,3.6,1.2,0.4,0.8,2012,10
Sentio/SMP,2012-11-30,28.9,29.6,19.2,4.8,3.9,5.6,3.7,0.6,2.1,0.9,2012,11
Ipsos/Dagbladet,2012-11-24,29.9,31.6,15.4,3.9,4.9,5.2,6.1,0.0,1.5,1.5,2012,11
Norstat/VL,2012-11-23,31.8,27.0,18.1,4.0,4.2,5.8,5.4,0.0,1.5,0.8,2012,11
InFact/VG,2012-11-18,29.6,33.4,13.5,4.0,5.1,5.0,5.3,0.0,1.6,2.4,2012,11
Respons/Aftenp. / BT,2012-11-17,31.3,35.3,10.9,5.2,3.5,5.1,5.7,1.2,1.7,0.1,2012,11
Sentio/DN,2012-11-16,28.3,28.0,20.4,4.5,4.6,4.9,6.0,0.0,1.6,1.6,2012,11
Opinion/ANB,2012-11-15,27.5,31.1,18.8,5.0,4.8,3.8,5.8,0.0,1.4,1.3,2012,11
Norfakta/Nat. / KK,2012-11-12,29.3,31.7,17.8,4.5,4.9,5.0,4.5,1.0,1.1,0.2,2012,11
Norstat/NRK,2012-11-08,27.2,33.9,18.2,4.0,3.9,6.0,3.5,0.0,1.3,1.9,2012,11
Verian/TV2,2012-11-05,30.2,35.2,15.4,4.4,5.6,3.2,3.8,0.2,0.7,1.2,2012,11
Sentio/SMP,2012-11-01,31.4,28.5,18.9,4.2,3.6,5.6,4.3,0.6,2.0,0.9,2012,11
Ipsos/Dagbladet,2012-12-22,26.6,33.1,14.1,5.9,4.9,5.1,6.3,0.0,2.5,1.4,2012,12
Norstat/VL,2012-12-21,28.4,29.1,18.9,3.8,5.7,5.8,4.4,0.8,1.9,0.6,2012,12
InFact/VG,2012-12-20,29.0,34.3,13.3,3.3,4.5,5.7,5.4,0.0,1.5,1.8,2012,12
Respons/Aftenp. / BT,2012-12-15,28.2,34.7,13.0,4.0,4.6,6.8,5.4,0.9,1.3,1.1,2012,12
Sentio/DN,2012-12-14,27.4,30.5,20.1,5.0,3.8,4.7,4.4,0.0,2.4,1.7,2012,12
Opinion/ANB,2012-12-13,29.4,31.9,16.1,5.5,4.6,4.6,4.5,0.0,1.6,1.9,2012,12
Norfakta/Nat. / KK,2012-12-08,29.6,31.3,18.4,4.1,4.4,4.8,4.9,0.9,1.3,0.2,2012,12
Norstat/NRK,2012-12-06,27.1,30.7,21.6,3.9,4.1,4.5,4.9,1.1,1.6,0.5,2012,12
InFact/VG,2012-12-05,31.4,33.1,12.7,2.9,5.0,5.3,5.1,1.9,1.9,0.7,2012,12
Verian/TV2,2012-12-03,28.8,31.7,13.9,4.7,5.5,5.8,6.2,0.0,1.5,1.9,2012,12
Norstat/VL,2013-01-31,27.8,31.8,18.7,4.0,4.4,4.6,4.2,0.0,1.5,1.8,2013,1
Ipsos/Dagbladet,2013-01-26,29.5,34.3,14.8,3.9,4.6,5.2,4.1,0.0,1.6,2.0,2013,1
Sentio/DN,2013-01-24,29.6,29.5,20.0,3.9,4.9,4.9,4.7,1.1,0.9,0.6,2013,1
Respons/Aftenp / BT / Adressa,2013-01-21,26.5,40.1,10.7,3.8,3.6,4.9,6.0,1.8,1.4,1.2,2013,1
InFact/VG,2013-01-18,28.8,35.2,11.0,4.0,5.1,7.7,4.6,1.0,1.3,1.3,2013,1
Opinion/ANB,2013-01-17,28.7,35.2,15.4,4.2,4.1,4.9,4.0,0.0,2.4,1.1,2013,1
Verian/TV2,2013-01-15,29.2,32.2,16.8,3.6,5.1,6.2,4.1,0.7,0.9,1.1,2013,1
Norfakta/Nat. / KK,2013-01-12,27.1,33.7,17.1,4.3,3.8,5.9,5.0,0.7,1.4,0.9,2013,1
Norstat/NRK,2013-01-10,28.5,33.2,17.8,3.9,4.0,5.6,3.3,0.0,1.0,1.1,2013,1
Sentio/SMP,2013-01-02,30.6,31.0,16.2,5.1,4.7,5.1,3.8,0.5,1.5,1.5,2013,1
Ipsos/Dagbladet,2013-02-23,29.3,32.1,17.1,5.5,4.6,4.5,3.1,0.0,1.9,1.8,2013,2
Sentio/DN,2013-02-22,28.7,30.4,19.1,4.9,4.1,3.8,5.0,1.0,0.8,2.1,2013,2
InFact/VG,2013-02-20,29.1,31.4,10.9,5.6,6.1,8.3,3.9,1.6,1.2,2.1,2013,2
Respons/Aftenp / BT / Adressa,2013-02-16,29.0,35.2,12.5,4.0,3.8,5.3,6.5,1.8,1.3,0.6,2013,2
Opinion/ANB,2013-02-14,26.4,36.0,16.9,4.5,3.8,5.2,4.3,0.0,1.1,1.8,2013,2
Norfakta/Nat. / KK,2013-02-11,28.7,32.1,17.6,4.2,3.8,5.7,4.8,1.2,1.2,0.7,2013,2
Norstat/NRK,2013-02-07,30.2,30.2,17.6,5.5,5.3,4.4,3.9,0.7,1.5,0.8,2013,2
Verian/TV2,2013-02-04,26.1,36.1,13.1,5.2,6.0,5.0,4.5,1.0,2.4,0.5,2013,2
Ipsos/Dagbladet,2013-03-24,27.5,35.1,15.2,4.6,5.5,4.2,5.1,0.0,0.8,2.1,2013,3
Sentio/DN,2013-03-21,31.7,26.5,19.3,4.2,5.8,5.9,3.9,0.5,1.7,0.9,2013,3
InFact/VG,2013-03-15,29.2,33.7,13.5,4.1,4.2,5.3,5.2,1.4,1.4,2.0,2013,3
Respons/Aftenp / BT / Aftenbl / Adressa,2013-03-15,26.4,37.9,11.7,4.8,4.8,4.9,5.4,2.3,1.4,0.4,2013,3
Norstat/NRK,2013-03-13,27.1,32.0,20.4,3.9,3.5,5.8,3.6,0.9,0.8,1.8,2013,3
Norfakta/Nat. / KK,2013-03-11,27.7,32.0,17.0,4.1,5.3,5.8,5.0,1.0,1.5,0.6,2013,3
Opinion/ANB,2013-03-07,28.8,31.9,17.7,4.3,4.7,5.7,4.2,0.7,1.2,0.6,2013,3
Verian/TV2,2013-03-04,27.7,31.3,17.9,4.6,5.4,4.6,4.8,1.1,2.0,0.6,2013,3
Norstat/VL,2013-03-01,26.9,31.6,18.9,5.2,3.8,4.9,5.3,0.8,1.6,1.0,2013,3
Ipsos/Dagbladet,2013-04-27,28.0,32.5,13.7,5.7,4.9,4.7,5.4,0.0,2.0,3.2,2013,4
Sentio/DN,2013-04-26,29.6,32.5,15.7,4.5,4.6,4.9,4.4,1.7,0.7,1.3,2013,4
Norstat/NRK,2013-04-18,27.2,28.9,19.8,5.1,5.3,5.2,3.9,1.2,2.0,1.3,2013,4
InFact/VG,2013-04-18,28.1,34.1,14.8,3.7,5.2,4.4,5.2,1.5,1.5,1.5,2013,4
Respons/Aftenp / BT / Adressa,2013-04-12,27.1,35.6,13.1,4.6,4.2,5.5,5.6,1.3,1.8,0.8,2013,4
Opinion/ANB,2013-04-11,27.3,32.1,18.7,4.9,4.9,5.0,3.7,0.6,1.2,1.4,2013,4
Verian/TV2,2013-04-08,29.9,33.5,15.5,4.2,4.8,4.5,4.0,0.8,1.2,1.4,2013,4
Norfakta/Nat. / KK,2013-04-06,27.1,32.6,17.0,5.7,4.7,6.0,4.0,0.6,1.7,0.6,2013,4
Norstat/VL,2013-04-02,24.6,31.3,19.9,6.2,4.2,5.8,4.6,1.1,1.3,0.8,2013,4
Norstat/VL,2013-05-31,30.0,29.4,19.2,4.5,4.1,4.5,3.9,2.2,1.4,0.9,2013,5
Ipsos/Dagbladet,2013-05-25,27.9,35.4,13.1,5.6,4.7,4.4,5.6,0.0,1.3,2.1,2013,5
Norstat/NRK,2013-05-22,27.3,33.7,17.2,5.0,3.3,6.0,3.5,1.4,1.7,1.0,2013,5
Respons/Aftenp / BT / Aftenbl / Adressa,2013-05-18,29.3,34.7,11.9,4.7,4.3,5.9,5.4,1.1,1.4,1.3,2013,5
Opinion/ANB,2013-05-16,28.7,31.0,16.2,4.9,4.8,5.8,4.9,1.7,0.9,1.1,2013,5
Norfakta/Nat. / KK,2013-05-13,29.4,30.7,17.8,4.0,4.0,5.1,4.2,1.2,1.9,1.7,2013,5
Sentio/DN,2013-05-11,30.2,28.7,15.1,4.6,5.2,6.0,5.2,1.8,2.1,1.2,2013,5
InFact/VG,2013-05-09,29.5,33.9,12.6,4.3,4.8,4.7,5.0,1.9,1.7,1.6,2013,5
Verian/TV2,2013-05-06,28.2,31.3,16.8,5.0,4.6,4.8,5.1,1.2,1.6,1.4,2013,5
Norstat/VL,2013-05-02,28.3,29.6,20.5,4.3,4.7,5.5,3.9,1.2,1.1,0.8,2013,5
Norstat/VL,2013-06-27,28.1,33.2,18.0,4.0,4.1,5.1,3.7,1.8,1.3,0.9,2013,6
Sentio/DN,2013-06-22,29.8,29.1,17.0,5.1,5.7,4.2,4.3,1.6,1.4,1.7,2013,6
Ipsos/Dagbladet,2013-06-22,31.3,32.5,13.3,4.4,4.5,5.4,3.6,0.0,1.2,3.7,2013,6
Respons/Aftenp / BT / Adressa,2013-06-15,26.4,36.2,13.2,4.2,4.1,7.2,5.0,1.9,1.0,0.8,2013,6
Opinion/ANB,2013-06-13,25.2,32.0,19.9,4.4,5.0,5.1,4.1,2.2,1.0,1.3,2013,6
InFact/VG,2013-06-09,28.5,32.9,14.0,4.2,4.7,5.2,5.4,2.2,1.3,1.7,2013,6
Norfakta/Nat. / KK,2013-06-08,29.2,30.2,18.6,4.2,3.7,6.1,3.8,1.0,2.0,0.0,2013,6
Norstat/NRK,2013-06-06,27.5,31.4,17.7,4.8,4.5,5.4,4.7,1.3,1.4,1.3,2013,6
Verian/TV2,2013-06-03,31.6,30.6,15.5,3.8,4.4,3.8,3.2,1.8,2.8,2.5,2013,6
InFact/VG,2013-07-08,29.7,31.2,13.6,3.3,5.2,5.5,5.2,2.1,2.0,2.2,2013,7
Respons/Aftenp / BT / Adressa,2013-07-06,26.6,32.5,14.6,4.3,4.2,5.7,6.5,3.6,1.5,0.5,2013,7
Norfakta/Nat. / KK,2013-07-06,27.4,28.5,22.0,4.1,5.1,4.8,4.0,1.6,2.0,0.7,2013,7
Verian/TV2,2013-07-01,28.4,34.1,14.5,3.9,4.0,4.6,5.1,2.0,1.9,1.5,2013,7
InFact/VG,2013-08-31,28.0,27.2,15.6,4.8,5.4,5.2,6.5,3.3,1.9,2.1,2013,8
Ipsos/Dagbladet,2013-08-31,28.5,28.7,15.1,5.4,4.3,5.9,6.3,2.9,1.7,1.2,2013,8
Norstat/NRK,2013-08-30,27.9,25.7,20.6,3.8,5.0,5.6,5.7,3.1,1.3,1.4,2013,8
InFact/VG,2013-08-30,27.5,28.9,14.6,3.9,5.3,5.5,7.1,3.6,1.6,2.0,2013,8
Respons/Aftenp / BT / Adressa,2013-08-30,28.2,28.9,14.2,4.5,5.8,5.8,5.7,4.5,1.4,1.0,2013,8
Verian/TV2,2013-08-29,33.6,25.3,15.9,4.1,5.2,5.5,5.0,2.3,1.4,1.7,2013,8
InFact/VG,2013-08-29,28.9,27.9,14.9,4.2,5.5,5.9,6.1,3.4,1.5,1.6,2013,8
Norstat/VL,2013-08-29,28.4,27.0,17.1,5.0,5.1,4.4,6.0,4.1,1.3,1.6,2013,8
InFact/VG,2013-08-28,28.7,27.7,15.2,4.0,5.6,5.8,5.9,4.2,1.4,1.4,2013,8
Verian/TV2,2013-08-27,32.8,27.0,14.5,4.1,5.7,5.6,4.6,2.3,1.6,1.9,2013,8
InFact/VG,2013-08-27,28.6,29.0,14.6,3.5,4.9,5.1,7.3,4.1,1.2,1.7,2013,8
InFact/VG,2013-08-26,29.0,29.2,13.7,4.0,5.0,5.0,6.9,3.9,1.2,2.0,2013,8
Verian/TV2,2013-08-25,30.8,27.5,15.7,4.6,5.7,4.7,4.8,3.2,0.8,2.1,2013,8
InFact/VG,2013-08-25,29.3,28.2,14.4,4.4,6.0,5.5,5.5,3.9,1.6,1.2,2013,8
InFact/VG,2013-08-24,29.9,28.3,14.5,4.4,6.0,5.7,5.0,3.6,1.6,1.1,2013,8
Ipsos/Dagbladet,2013-08-24,29.7,29.6,13.0,4.3,5.6,6.0,4.1,3.9,2.1,1.7,2013,8
Norstat/NRK,2013-08-23,29.1,26.2,18.9,3.9,5.4,6.3,4.2,4.7,0.9,0.3,2013,8
InFact/VG,2013-08-23,29.1,30.1,13.2,4.4,5.2,6.1,5.5,3.7,1.4,1.4,2013,8
Sentio/DN,2013-08-23,28.5,28.1,16.0,5.4,5.5,4.7,5.4,3.6,1.4,1.4,2013,8
Respons/Aftenp / BT / Adressa,2013-08-23,29.4,28.5,13.9,4.6,4.8,5.6,5.9,5.2,1.3,0.8,2013,8
InFact/VG,2013-08-22,28.1,29.6,13.3,4.7,4.7,5.9,5.9,4.7,1.5,1.4,2013,8
Verian/TV2,2013-08-21,31.8,26.8,15.9,4.0,4.7,5.6,4.4,2.9,1.6,2.3,2013,8
InFact/VG,2013-08-21,28.2,28.9,14.0,4.8,5.3,5.4,5.6,4.7,1.5,1.6,2013,8
InFact/VG,2013-08-20,27.1,30.5,13.3,4.5,5.4,5.7,5.5,4.1,1.7,2.2,2013,8
Verian/TV2,2013-08-19,30.2,29.4,15.1,4.3,5.5,4.9,4.4,2.3,2.1,1.6,2013,8
Respons/Aftenp. / BT,2013-08-17,27.3,32.2,12.6,3.1,5.7,5.8,5.5,5.1,1.4,1.3,2013,8
Ipsos/Dagbladet,2013-08-17,32.5,27.5,14.8,4.3,4.8,5.1,4.8,2.9,1.2,2.0,2013,8
Norstat/NRK,2013-08-16,28.9,31.1,17.8,2.5,3.7,5.6,4.1,3.6,1.6,0.9,2013,8
Verian/TV2,2013-08-12,28.6,31.6,14.4,4.1,5.5,4.9,5.1,2.8,1.9,1.1,2013,8
InFact/VG,2013-08-12,28.0,31.0,13.5,4.3,5.7,5.2,4.8,3.8,1.9,1.9,2013,8
Norfakta/Nat. / KK,2013-08-10,26.9,31.2,17.7,3.7,4.5,5.4,4.4,2.7,2.0,1.5,2013,8
Norstat/NRK,2013-08-07,26.3,29.7,20.9,4.8,5.7,5.6,3.4,0.9,2.0,0.5,2013,8
InFact/VG,2013-08-07,27.5,31.9,14.2,3.3,5.3,5.5,5.6,2.9,2.0,1.7,2013,8
Verian/TV2,2013-08-05,30.1,31.6,14.0,5.5,5.6,3.7,3.6,2.4,1.4,2.1,2013,8
Norstat/VL,2013-09-30,32.5,26.5,15.8,3.5,5.2,6.6,4.3,3.9,1.0,0.7,2013,9
Ipsos/Dagbladet,2013-09-28,30.0,27.9,14.5,3.8,5.1,6.5,5.6,3.6,2.2,1.1,2013,9
Opinion/ANB,2013-09-25,31.6,26.3,16.9,4.6,4.9,5.0,5.1,4.0,1.1,0.5,2013,9
